Formality,Location,Frequency,Speed,Correlation,Lane Alignment,Headway Time,Protocol,Plausibility,Consistency,Label
8.671904823487543,3.0,8.883350290321465,63.67801130523435,0.0,1.566019631559362,0.7735943279454018,130.3047644192643,264.4995870292738,0.0,0
19.763334445140515,1.0,9.733811201945617,24.114888184040097,2.0,1.9778196200082605,0.33276545398130947,128.38712028025773,12.262719030560785,0.0,1
18.173851263366505,1.0,0.366391417412419,57.96455637813908,0.0,2.411846284412645,0.5561524138620864,140.35306605799948,210.1065132854198,3.0,1
9.555595314060604,1.0,9.22236937746255,57.56380384414888,0.0,3.314789971919365,1.8721341527135966,100.50642213064268,182.48266396852284,0.0,0
14.191935024871867,1.0,9.009018752083152,81.9187505209103,0.0,1.0913584390453903,0.7312088266407037,93.227408962318,241.52477835425518,1.0,0
12.067122947474,0.0,1.5433958103360599,101.22080451650918,1.0,1.5880035569340971,0.39386879725174706,67.59662255193012,137.07201118543395,3.0,0
10.769615616840401,2.0,6.001619139397289,22.522733543222476,2.0,3.199388951682878,0.7632281820167575,129.32236045704587,175.79493237611936,0.0,1
7.670121615343322,0.0,7.912116647476193,22.60089445218741,0.0,1.5300499066775006,0.724295987597847,57.68926142132137,153.49204407359716,3.0,0
12.547000114992636,1.0,8.966066385040023,39.44281750746262,3.0,3.0610440062823088,0.10935366597937646,44.39120051339603,62.08871979758974,3.0,1
3.103332349426179,1.0,17.91418567423068,103.94625810601033,1.0,1.2861916549895858,0.8546060253602423,38.97251010976419,56.79880157647793,0.0,0
3.2382836698992308,1.0,5.188535590993836,85.54691110765975,3.0,1.9580248768862303,0.8545363838678304,93.89219915786975,130.59625052286975,0.0,0
14.975336028947133,1.0,2.22759429869463,85.26394677202224,1.0,1.8331196762951751,0.7783273965265638,85.34654199223718,183.96626934915017,1.0,0
14.66593939229298,1.0,14.679974585834765,20.172516468338774,2.0,3.664497716793455,1.410898318761876,80.401144526009,112.98670559091087,0.0,1
3.6032149203952812,2.0,1.5443805925821743,41.43780754637319,0.0,1.3366670792195623,0.09939517019215033,13.778496828278735,124.36393124095224,0.0,0
18.192755519646454,2.0,1.1844419568637823,105.27796023015728,3.0,3.1419138520438903,0.4318390538102489,136.66900975175605,134.04862265378983,0.0,1
6.509385272682229,0.0,2.14121963492899,44.92048595788566,0.0,1.7789150918925918,1.447668622851695,66.98735390393294,192.74119639008393,0.0,0
7.09888584159448,1.0,4.411539089637661,20.113360892041406,1.0,2.929381460190821,1.0887109758070146,92.562963847986,193.23692128311936,3.0,0
5.222963514774676,0.0,2.0978288137233125,76.37377872287041,2.0,1.7198472011603125,0.06893798017564502,92.64055391718094,276.43870544620694,0.0,0
7.242879500236854,1.0,15.933580088171992,99.93990146756508,1.0,1.3386606165182422,0.8884678997055153,93.1925703257227,176.9622035359957,2.0,0
13.44028658329471,0.0,3.3143867052955027,78.54857263855315,1.0,3.3866930898845036,0.09675003061897275,32.828603765960054,254.54298447584281,1.0,0
19.205898389334074,1.0,2.0136025984974935,97.72690646578664,1.0,1.4338281046022314,0.35001184563587806,56.195386827882025,69.55722736044441,1.0,0
18.902756426417426,2.0,7.3696347598868694,91.16083092065033,1.0,3.1963153762251233,0.048497749039760535,91.37525012421013,112.29946070012568,1.0,1
9.13228933045677,3.0,3.3339292042038995,62.38059565125347,1.0,1.7424176694387645,1.5032549530106316,82.04380009204222,162.8422966421669,3.0,0
9.08733083191788,2.0,8.38025330922714,85.5170649645749,1.0,1.2236847619900364,0.809692032432243,87.98035283953149,35.08707765893277,2.0,0
16.608624264900335,3.0,2.412402307349002,20.995398258910388,3.0,1.5672814043770704,1.5801652383506974,2.7789064388945457,19.35881979961694,2.0,1
12.854579080896281,1.0,7.204776839969206,106.73981981510619,0.0,3.6800362987818342,0.2487289475059048,21.254392604441655,196.87685649415937,1.0,0
14.06613278201752,0.0,4.422969596249502,76.45695440553773,1.0,3.920758461334705,1.4851105090097083,7.252775595522512,51.12508628193761,1.0,0
6.755851987225593,3.0,15.198316141355496,55.779462400599,3.0,3.157663236104292,0.263653688837521,74.28129705027803,182.77379920243484,1.0,1
16.6526683707744,3.0,1.1333094529896184,63.51844712879833,0.0,1.1295756290781391,0.4994872930023318,114.75606865319847,191.16197788480557,0.0,0
18.5690316651009,3.0,6.021728017854202,67.82359716163282,1.0,2.7953763427337477,0.923181130002001,102.32958454963925,107.16386505802978,1.0,0
12.863563778018108,3.0,1.3496646411413606,74.27171263233835,2.0,3.6259997828561743,0.019065367137759436,124.07216002577769,171.0559637791306,3.0,1
8.041012072461372,0.0,5.724865322813598,104.19109415296572,1.0,2.631135578869399,0.34838269799835764,48.09220482860603,112.31195491375308,1.0,0
